repo_name,description,owner,topic,urls,user_api,repo_api,location
Self-Driving-Car-Udacity-Behavioral-Cloning,My implementation of the Udacity Self-Driving car project Behavioral Cloning,JRPCF,[],https://github.com/JRPCF/Self-Driving-Car-Udacity-Behavioral-Cloning,https://api.github.com/users/JRPCF,https://api.github.com/repos/JRPCF/Self-Driving-Car-Udacity-Behavioral-Cloning,"New York, NY"
SDC-ND,Personal project repository for the Udacity Self-Driving Car Nanodegree program,gerry101,[],https://github.com/gerry101/SDC-ND,https://api.github.com/users/gerry101,https://api.github.com/repos/gerry101/SDC-ND,United States
GA_RBFN-Car,Simulation of self-driving car system with RBFN(Genetic algo for optimization) controller ,tsaooo,[],https://github.com/tsaooo/GA_RBFN-Car,https://api.github.com/users/tsaooo,https://api.github.com/repos/tsaooo/GA_RBFN-Car,Taiwan
Traffic-sign-classifier,"Traffic Sign Classifier Project, As part of Udacity Self driving car nano-degree",vijaychavan007,[],https://github.com/vijaychavan007/Traffic-sign-classifier,https://api.github.com/users/vijaychavan007,https://api.github.com/repos/vijaychavan007/Traffic-sign-classifier,"Bangalore, India"
CarND-Behavioral-Cloning-P3,"Behavioral Cloning Project with deep learning, keras and transfer learning for Self-driving car.",48cfu,[],https://github.com/48cfu/CarND-Behavioral-Cloning-P3,https://api.github.com/users/48cfu,https://api.github.com/repos/48cfu/CarND-Behavioral-Cloning-P3,Munich
intro-SDC,Selected Projects from Udacity's Intro to Self Driving Car Nanodegree,frcmp,[],https://github.com/frcmp/intro-SDC,https://api.github.com/users/frcmp,https://api.github.com/repos/frcmp/intro-SDC,Fort Collins
CarND-Traffic-Sign-Classifier-Project,Udacity Self Driving Car Nanodegree Term 1 - Project 3 : Classify Traffic Signs.,danyz91,[],https://github.com/danyz91/CarND-Traffic-Sign-Classifier-Project,https://api.github.com/users/danyz91,https://api.github.com/repos/danyz91/CarND-Traffic-Sign-Classifier-Project,"Turin, Italy"
lane-detection,Implementation of a curved lane auto-detection pipeline for self-driving car applications.,fuegoio,[],https://github.com/fuegoio/lane-detection,https://api.github.com/users/fuegoio,https://api.github.com/repos/fuegoio/lane-detection,"Paris, France"
CarND-Lane-Lines,"Lane lines detection using OpenCV, UDACITY Self-driving Car Engineer Nanodegree program",n-a-hashjin,"['color-filter', 'computer-vision', 'detect-lane-lines', 'edge-detection', 'opencv', 'self-driving-car', 'udacity-nanodegree']",https://github.com/n-a-hashjin/CarND-Lane-Lines,https://api.github.com/users/n-a-hashjin,https://api.github.com/repos/n-a-hashjin/CarND-Lane-Lines,Germany
intro-to-self-driving-cars,Storage repository for projects I worked on during the Udacity Intro to Self-Driving Cars nanodegree.,bertheletc,[],https://github.com/bertheletc/intro-to-self-driving-cars,https://api.github.com/users/bertheletc,https://api.github.com/repos/bertheletc/intro-to-self-driving-cars,"Sunnyvale, CA"
CarND-LaneLines-P1,Self-driving car Project 1 - Finding Lane Lines on the Road,wel51x,[],https://github.com/wel51x/CarND-LaneLines-P1,https://api.github.com/users/wel51x,https://api.github.com/repos/wel51x/CarND-LaneLines-P1,"Bay Area, CA"
2008-Autonomous-Buggy,"Self driving buggy project, using trackfinding sensors and predictive coding to compete in speedtrial races",AlexsCode,[],https://github.com/AlexsCode/2008-Autonomous-Buggy,https://api.github.com/users/AlexsCode,https://api.github.com/repos/AlexsCode/2008-Autonomous-Buggy,United Kingdom
Self-Driving-Car-Engineer---Udacity,"Here I will work in the Udacity nanodegree ""Self Driving Car Engineer"". ",alex-filgueira,[],https://github.com/alex-filgueira/Self-Driving-Car-Engineer---Udacity,https://api.github.com/users/alex-filgueira,https://api.github.com/repos/alex-filgueira/Self-Driving-Car-Engineer---Udacity,Barcelona
Self_Driving_Car,"This project uses ROS to implement nodes, controllers and commands for a self driving car",orpopoola,[],https://github.com/orpopoola/Self_Driving_Car,https://api.github.com/users/orpopoola,https://api.github.com/repos/orpopoola/Self_Driving_Car,United Kingdom
line_finding_opencv,Udacity Self-driving Car Engineer Nanodegree program project. Using OpenCV techniques.,AndrewWalker251,[],https://github.com/AndrewWalker251/line_finding_opencv,https://api.github.com/users/AndrewWalker251,https://api.github.com/repos/AndrewWalker251/line_finding_opencv,Leeds UK
Almost-Self-Driving-Car-Project,EECS388 (Almost) Self-Driving Car Final Project taken Fall 2019 at KU,robchirpich,[],https://github.com/robchirpich/Almost-Self-Driving-Car-Project,https://api.github.com/users/robchirpich,https://api.github.com/repos/robchirpich/Almost-Self-Driving-Car-Project,Kansas
Joy-Ride,Parallel Parking (project 1 of 5 from Udacity Intro to Self Driving Car Nanodegree),trajkd,"['autonomous-car', 'autonomous-navigation']",https://github.com/trajkd/Joy-Ride,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Joy-Ride,"Geneva, Switzerland"
Two-Dimensional-Histogram-Filter,Two Dimensional Histogram Filter (project from Udacity Intro to Self Driving Car Nanodegree),trajkd,"['2d', 'autonomous-navigation']",https://github.com/trajkd/Two-Dimensional-Histogram-Filter,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Two-Dimensional-Histogram-Filter,"Geneva, Switzerland"
Udacity-CarND-Finding-Lane-Lines,My finding lane lines project in UDACITY's Self Driving Nanodegree,ugururesin,[],https://github.com/ugururesin/Udacity-CarND-Finding-Lane-Lines,https://api.github.com/users/ugururesin,https://api.github.com/repos/ugururesin/Udacity-CarND-Finding-Lane-Lines,"Istanbul, Turkey"
self-driving-car,Using Python to build a self driving car that navigates a road course,mruigrok,[],https://github.com/mruigrok/self-driving-car,https://api.github.com/users/mruigrok,https://api.github.com/repos/mruigrok/self-driving-car,Canada
Traffic-Light-Classifier,Traffic Light Classifier (project 5 of 5 from Udacity Intro to Self Driving Car Nanodegree),trajkd,"['classification-algorithm', 'classifier', 'classifier-model', 'hsv', 'hsv-color-detection', 'machine-learning', 'matplotlib', 'numpy', 'python', 'rgb', 'rgb2hsv']",https://github.com/trajkd/Traffic-Light-Classifier,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Traffic-Light-Classifier,"Geneva, Switzerland"
isdc_p4_routeplanner,"P4 - Route Planner Result, part of the Udacity Intro to Self-Driving Cars Nanodegree",vickyaziz,[],https://github.com/vickyaziz/isdc_p4_routeplanner,https://api.github.com/users/vickyaziz,https://api.github.com/repos/vickyaziz/isdc_p4_routeplanner,"Bandung, Indonesia"
Extended-Kalman-Filter,Extended Kalman Filter Project as part of Udacity Self-Driving Car Engineer Nano Degree,vijaychavan007,[],https://github.com/vijaychavan007/Extended-Kalman-Filter,https://api.github.com/users/vijaychavan007,https://api.github.com/repos/vijaychavan007/Extended-Kalman-Filter,"Bangalore, India"
Basic-Self-Driving-Car,A Basic Self Driving Car created in python with Pytorch using Deep Q-Learning concept,anshalantony10,[],https://github.com/anshalantony10/Basic-Self-Driving-Car,https://api.github.com/users/anshalantony10,https://api.github.com/repos/anshalantony10/Basic-Self-Driving-Car,"Mumbai,India"
Lane-Lines-Detection,Lane lines detection Project for Self-Driving Car ND using python and opencv,Mcamin,"['computer-vision', 'lane-detection', 'lane-finding', 'opencv', 'python', 'self-driving-car', 'udacity']",https://github.com/Mcamin/Lane-Lines-Detection,https://api.github.com/users/Mcamin,https://api.github.com/repos/Mcamin/Lane-Lines-Detection,"Berlin, Germany"
Programming-a-Real-Self-Driving-Car,System Integration (project 9 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['autonomous-car', 'autonomous-driving', 'autonomous-navigation', 'autonomous-vehicles', 'c-plus-plus', 'catkin', 'catkin-packages', 'catkin-pkg', 'catkin-workspace', 'classification', 'publisher', 'publisher-subscriber', 'pubsub', 'robotics', 'ros', 'subscriber', 'traffic-light-classification', 'traffic-light-detection']",https://github.com/trajkd/Programming-a-Real-Self-Driving-Car,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Programming-a-Real-Self-Driving-Car,"Geneva, Switzerland"
Kidnapped-Vehicle,Kidnapped-Vehicle Project as part of Udacity Self-Driving Car Nano Degree,vijaychavan007,[],https://github.com/vijaychavan007/Kidnapped-Vehicle,https://api.github.com/users/vijaychavan007,https://api.github.com/repos/vijaychavan007/Kidnapped-Vehicle,"Bangalore, India"
CarND-KidnappedVehicle,Repository for the Kidnapped Vehicle project of the Udacity Self-Driving Cars NanoDegree,pagli17,[],https://github.com/pagli17/CarND-KidnappedVehicle,https://api.github.com/users/pagli17,https://api.github.com/repos/pagli17/CarND-KidnappedVehicle,Turin - Italy
SD_lane_finding,Detecting lane lines from video.  This is a project of Udacity Self Driving Car Nanodegree. ,waterwheel31,[],https://github.com/waterwheel31/SD_lane_finding,https://api.github.com/users/waterwheel31,https://api.github.com/repos/waterwheel31/SD_lane_finding,nomad on the water planet
Finding-lane-lines,Finding lane lines as a part of self driving car nanodegree,mkshriva,[],https://github.com/mkshriva/Finding-lane-lines,https://api.github.com/users/mkshriva,https://api.github.com/repos/mkshriva/Finding-lane-lines,Richland WA USA
Extended-Kalman-Filter-Project,Udacity Self-driving car nanodegree program project end of Term 1,Melhaya,[],https://github.com/Melhaya/Extended-Kalman-Filter-Project,https://api.github.com/users/Melhaya,https://api.github.com/repos/Melhaya/Extended-Kalman-Filter-Project,Berlin - Germany
Path_planning,This repository creates a path planner for a self driving car,orpopoola,[],https://github.com/orpopoola/Path_planning,https://api.github.com/users/orpopoola,https://api.github.com/repos/orpopoola/Path_planning,United Kingdom
DeepPiCar,"Self driving RC car with Rasberry Pi, Computer vision, Object Detection",ThomasADuffy,[],https://github.com/ThomasADuffy/DeepPiCar,https://api.github.com/users/ThomasADuffy,https://api.github.com/repos/ThomasADuffy/DeepPiCar,Denver
Traffic-Light-Classifier,Final Project in Udacity's Intro to Self-Driving Car Nanodegree,johnhilbun,[],https://github.com/johnhilbun/Traffic-Light-Classifier,https://api.github.com/users/johnhilbun,https://api.github.com/repos/johnhilbun/Traffic-Light-Classifier,California
CarND-Extended-Kalman-Filter-Project,Extended Kalman Filter Project from the Udacity Self-Driving Car Nanodegree,alberto139,[],https://github.com/alberto139/CarND-Extended-Kalman-Filter-Project,https://api.github.com/users/alberto139,https://api.github.com/repos/alberto139/CarND-Extended-Kalman-Filter-Project,"San Francisco, CA"
Racecar-Platform,This is a fork of MIT's Racecar Self Driving Vehicle,AnujSaharan,[],https://github.com/AnujSaharan/Racecar-Platform,https://api.github.com/users/AnujSaharan,https://api.github.com/repos/AnujSaharan/Racecar-Platform,"Seattle, WA"
CarND-Capstone,Repo containing code for final Capstone project for Udacity Self Driving Car Engineering NanoDegree,russom,[],https://github.com/russom/CarND-Capstone,https://api.github.com/users/russom,https://api.github.com/repos/russom/CarND-Capstone,Toulouse (FR)
Matrix_class,From Udacity Intro to self-driving cars course: Implement a matrix class,samwatkins,[],https://github.com/samwatkins/Matrix_class,https://api.github.com/users/samwatkins,https://api.github.com/repos/samwatkins/Matrix_class,United Kingdom
CarND-Behavioral-Cloning,Implementation of the 4th project of the udacity nanodegree program self driving cars,ulrichmnk,[],https://github.com/ulrichmnk/CarND-Behavioral-Cloning,https://api.github.com/users/ulrichmnk,https://api.github.com/repos/ulrichmnk/CarND-Behavioral-Cloning,"Ulm, Germany"
kalman_filters_self_driving,Udacity Self-driving Car Engineer Nanodegree program project. A Kalman filter in C++,AndrewWalker251,[],https://github.com/AndrewWalker251/kalman_filters_self_driving,https://api.github.com/users/AndrewWalker251,https://api.github.com/repos/AndrewWalker251/kalman_filters_self_driving,Leeds UK
Lane-Line-Detection-using-Canny-Edge-Detection,"Distinguish lanes for self-driving cars- using color selection, region masking & edge detection",mbshbn,"['canny-edge-detection', 'lane-boundaries', 'lane-detection', 'lane-finding', 'lane-tracking', 'self-driving-car']",https://github.com/mbshbn/Lane-Line-Detection-using-Canny-Edge-Detection,https://api.github.com/users/mbshbn,https://api.github.com/repos/mbshbn/Lane-Line-Detection-using-Canny-Edge-Detection,"Calgary, Alberta, Canada"
Traffic-Light-Classifier,Traffic Light Classifier (project 5 of 5 from Udacity Intro to Self Driving Car Nanodegree),trajkd,"['classification-algorithm', 'classifier', 'classifier-model', 'hsv', 'hsv-color-detection', 'machine-learning', 'matplotlib', 'numpy', 'python', 'rgb', 'rgb2hsv']",https://github.com/trajkd/Traffic-Light-Classifier,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Traffic-Light-Classifier,"Geneva, Switzerland"
isdc_p4_routeplanner,"P4 - Route Planner Result, part of the Udacity Intro to Self-Driving Cars Nanodegree",vickyaziz,[],https://github.com/vickyaziz/isdc_p4_routeplanner,https://api.github.com/users/vickyaziz,https://api.github.com/repos/vickyaziz/isdc_p4_routeplanner,"Bandung, Indonesia"
Extended-Kalman-Filter,Extended Kalman Filter Project as part of Udacity Self-Driving Car Engineer Nano Degree,vijaychavan007,[],https://github.com/vijaychavan007/Extended-Kalman-Filter,https://api.github.com/users/vijaychavan007,https://api.github.com/repos/vijaychavan007/Extended-Kalman-Filter,"Bangalore, India"
Basic-Self-Driving-Car,A Basic Self Driving Car created in python with Pytorch using Deep Q-Learning concept,anshalantony10,[],https://github.com/anshalantony10/Basic-Self-Driving-Car,https://api.github.com/users/anshalantony10,https://api.github.com/repos/anshalantony10/Basic-Self-Driving-Car,"Mumbai,India"
Lane-Lines-Detection,Lane lines detection Project for Self-Driving Car ND using python and opencv,Mcamin,"['computer-vision', 'lane-detection', 'lane-finding', 'opencv', 'python', 'self-driving-car', 'udacity']",https://github.com/Mcamin/Lane-Lines-Detection,https://api.github.com/users/Mcamin,https://api.github.com/repos/Mcamin/Lane-Lines-Detection,"Berlin, Germany"
Programming-a-Real-Self-Driving-Car,System Integration (project 9 of 9 from Udacity Self-Driving Car Engineer Nanodegree),trajkd,"['autonomous-car', 'autonomous-driving', 'autonomous-navigation', 'autonomous-vehicles', 'c-plus-plus', 'catkin', 'catkin-packages', 'catkin-pkg', 'catkin-workspace', 'classification', 'publisher', 'publisher-subscriber', 'pubsub', 'robotics', 'ros', 'subscriber', 'traffic-light-classification', 'traffic-light-detection']",https://github.com/trajkd/Programming-a-Real-Self-Driving-Car,https://api.github.com/users/trajkd,https://api.github.com/repos/trajkd/Programming-a-Real-Self-Driving-Car,"Geneva, Switzerland"
Kidnapped-Vehicle,Kidnapped-Vehicle Project as part of Udacity Self-Driving Car Nano Degree,vijaychavan007,[],https://github.com/vijaychavan007/Kidnapped-Vehicle,https://api.github.com/users/vijaychavan007,https://api.github.com/repos/vijaychavan007/Kidnapped-Vehicle,"Bangalore, India"
CarND-Capstone,Drive an autonomous vehicle through Udacity's self-driving car test track,briansfma,[],https://github.com/briansfma/CarND-Capstone,https://api.github.com/users/briansfma,https://api.github.com/repos/briansfma/CarND-Capstone,"San Francisco Bay Area, CA"
